order_id,customer_id,order_date,order_status,payment_method,shipping_country,shipping_fee,discount,marketing_campaign_id,order_amount
O0001777,C01871,2024-09-22T14:35:00,cancelled,apple_pay,Germany,9.99,0.0,,25.62
O0001778,C04019,2025-03-19T12:30:00,completed,credit_card,Germany,3.99,5.0,CAM101,40.59
O0001779,C04019,2024-02-14T06:26:00,completed,paypal,Germany,9.99,0.0,,46.49
O0001780,C01876,2023-12-21T20:12:00,completed,credit_card,Brazil,5.99,0.0,,25.46
O0001781,C00248,2024-04-23T11:31:00,completed,paypal,United Kingdom,3.99,0.0,,19.46
O0001782,C04019,2022-03-05T18:44:00,completed,google_pay,Germany,5.99,0.0,,57.67
O0001783,C02786,2024-01-09T00:51:00,completed,credit_card,Australia,3.99,0.0,,20.12
O0001784,C04019,2023-05-10T16:45:00,completed,apple_pay,Germany,5.99,0.0,,49.42
O0001785,C00248,2022-10-28T00:01:00,completed,bank_transfer,United Kingdom,3.99,0.0,,257.96
O0001786,C04019,2024-03-07T03:04:00,completed,credit_card,Germany,3.99,0.0,,11.51
O0001787,C04019,2025-06-20T17:09:00,completed,google_pay,Germany,3.99,0.0,CAM104,62.78
O0001788,C04019,2024-07-02T19:28:00,completed,paypal,Germany,3.99,0.0,,30.9
O0001789,C04019,2023-06-04T18:22:00,completed,bank_transfer,Germany,3.99,0.0,,59.42
O0001790,C04938,2024-09-15T12:23:00,completed,paypal,Australia,3.99,0.0,,52.33
O0001791,C04019,2022-01-17T01:03:00,completed,apple_pay,Germany,5.99,0.0,,35.34
O0001792,C04019,2022-01-11T20:58:00,completed,apple_pay,Germany,3.99,0.0,CAM103,11.36
O0001793,C04019,2022-06-21T05:59:00,completed,bank_transfer,Germany,5.99,0.0,,91.76
O0001794,C00901,2023-01-04T16:28:00,completed,paypal,India,3.99,0.0,,70.03
O0001795,C04019,2025-04-14T04:51:00,completed,google_pay,Germany,3.99,0.0,,37.62
O0001796,C04019,2025-07-06T23:15:00,completed,credit_card,Germany,9.99,0.0,,33.48
O0001797,C01876,2023-12-06T05:24:00,completed,bank_transfer,Brazil,3.99,10.0,CAM106,39.84
O0001798,C04019,2023-07-21T16:01:00,completed,credit_card,Germany,3.99,0.0,,20.1
O0001799,C04994,2024-09-18T21:30:00,completed,paypal,Germany,3.99,0.0,,59.11
O0001800,C02204,2022-12-18T20:38:00,completed,apple_pay,United States,3.99,0.0,,37.57
O0001801,C04019,2024-05-23T16:55:00,completed,bank_transfer,Germany,3.99,0.0,,48.35
O0001802,C04019,2025-02-13T23:30:00,completed,paypal,Germany,5.99,0.0,,40.14
O0001803,C04019,2022-07-22T14:04:00,completed,apple_pay,Germany,5.99,0.0,,63.74
O0001804,C04019,2022-10-21T12:51:00,completed,google_pay,Germany,3.99,0.0,,59.14
O0001805,C04019,2022-08-08T09:20:00,returned,credit_card,Germany,3.99,0.0,,24.15
O0001806,C04019,2023-01-27T04:56:00,completed,paypal,Germany,3.99,0.0,CAM102,20.05
O0001807,C04994,2025-04-07T15:32:00,completed,bank_transfer,Germany,0.0,0.0,,31.11
O0001808,C04019,2023-04-29T18:46:00,completed,google_pay,Germany,0.0,0.0,,47.4
O0001809,C04019,2022-01-31T02:49:00,completed,apple_pay,Germany,3.99,0.0,,48.28
O0001810,C01876,2024-10-23T18:03:00,completed,apple_pay,Brazil,3.99,0.0,,18.63
O0001811,C00248,2025-06-21T03:42:00,completed,google_pay,United Kingdom,9.99,0.0,CAM107,26.26
O0001812,C04019,2023-06-24T13:18:00,completed,apple_pay,Germany,3.99,0.0,,17.98
O0001813,C04019,2022-11-14T02:05:00,completed,google_pay,Germany,5.99,0.0,,40.97
O0001814,C01186,2022-05-19T17:24:00,completed,paypal,United States,0.0,0.0,,9.94
O0001815,C04019,2025-06-25T20:51:00,completed,bank_transfer,Germany,3.99,0.0,,51.36
O0001816,C04019,2022-01-11T18:57:00,completed,paypal,Germany,3.99,0.0,,14.8
O0001817,C00248,2023-12-08T02:27:00,completed,credit_card,United Kingdom,3.99,15.0,CAM110,0.0
O0001818,C04019,2024-10-26T04:48:00,completed,bank_transfer,Germany,5.99,0.0,,12.27
O0001819,C02771,2023-12-06T09:27:00,returned,paypal,United States,3.99,0.0,,20.98
O0001820,C03832,2022-09-13T06:08:00,completed,google_pay,France,0.0,0.0,,33.01
O0001821,C00248,2024-03-05T14:26:00,completed,google_pay,United Kingdom,3.99,0.0,,8.99
O0001822,C02771,2025-06-05T00:54:00,completed,paypal,United States,3.99,0.0,CAM103,36.78
O0001823,C01379,2022-12-25T16:05:00,completed,bank_transfer,United States,3.99,0.0,CAM104,8.99
O0001824,C00248,2023-12-18T23:11:00,completed,apple_pay,United Kingdom,3.99,0.0,,26.51
O0001825,C04019,2023-03-11T01:58:00,completed,google_pay,Germany,5.99,0.0,,415.09
O0001826,C04019,2024-08-22T04:57:00,completed,apple_pay,Germany,3.99,0.0,,36.88
O0001827,C00248,2024-08-08T12:59:00,completed,credit_card,United Kingdom,5.99,0.0,,17.95
O0001828,C00248,2024-09-27T10:02:00,completed,paypal,United Kingdom,3.99,0.0,,8.75
O0001829,C04019,2023-03-27T15:46:00,cancelled,google_pay,Germany,3.99,0.0,,45.3
O0001830,C04019,2023-03-17T03:02:00,completed,apple_pay,Germany,5.99,0.0,,35.34
O0001831,C04019,2023-12-22T10:26:00,completed,credit_card,Germany,3.99,0.0,,18.62
O0001832,C04019,2023-07-15T23:20:00,completed,google_pay,Germany,3.99,0.0,,19.3
O0001833,C04019,2024-04-25T13:44:00,returned,apple_pay,Germany,9.99,0.0,,49.98
O0001834,C02884,2024-11-06T00:18:00,completed,bank_transfer,India,3.99,0.0,,20.34
O0001835,C01876,2022-01-29T09:19:00,completed,google_pay,Brazil,5.99,0.0,,37.75
O0001836,C01871,2023-09-08T07:10:00,completed,credit_card,Germany,3.99,0.0,,30.55
O0001837,C04019,2022-11-24T04:24:00,completed,apple_pay,Germany,3.99,0.0,,60.43
O0001838,C00248,2022-02-20T07:48:00,completed,google_pay,United Kingdom,3.99,0.0,,51.69
O0001839,C04019,2023-01-21T13:56:00,completed,apple_pay,Germany,3.99,0.0,,20.71
O0001840,C04019,2024-02-07T16:17:00,completed,google_pay,Germany,0.0,0.0,,46.99
O0001841,C01876,2022-09-12T04:27:00,completed,apple_pay,Brazil,3.99,10.0,CAM105,0.0
O0001842,C04019,2022-04-10T23:21:00,returned,google_pay,Germany,3.99,0.0,,150.43
O0001843,C04019,2023-07-21T05:39:00,completed,apple_pay,Germany,3.99,0.0,,55.78
O0001844,C04938,2023-04-19T17:54:00,completed,apple_pay,Australia,5.99,0.0,,16.52
O0001845,C04019,2023-09-29T04:26:00,completed,bank_transfer,Germany,5.99,0.0,,37.53
O0001846,C01876,2025-02-23T08:58:00,completed,google_pay,Brazil,3.99,0.0,,62.61
O0001847,C04019,2024-03-05T20:44:00,completed,bank_transfer,Germany,3.99,20.0,CAM110,0.0
O0001848,C00525,2023-11-25T23:01:00,completed,apple_pay,United States,5.99,0.0,,44.24
O0001849,C03832,2023-04-20T08:04:00,completed,paypal,France,3.99,0.0,CAM103,29.01
O0001850,C04019,2024-08-30T05:10:00,completed,google_pay,Germany,3.99,0.0,,29.47
O0001851,C00901,2023-03-19T06:03:00,completed,bank_transfer,India,5.99,0.0,,28.83
O0001852,C04019,2022-04-10T21:51:00,completed,credit_card,Germany,3.99,0.0,,48.94
O0001853,C04019,2023-03-15T00:03:00,completed,credit_card,Germany,9.99,0.0,,46.28
O0001854,C04019,2023-08-17T19:24:00,completed,google_pay,Germany,9.99,0.0,,19.93
O0001855,C00248,2025-04-27T05:49:00,completed,google_pay,United Kingdom,5.99,0.0,,139.97
O0001856,C04019,2023-03-03T18:07:00,returned,bank_transfer,Germany,0.0,0.0,CAM101,11.96
O0001857,C03571,2023-05-16T23:09:00,returned,apple_pay,Canada,9.99,0.0,,34.78
O0001858,C04019,2023-12-18T14:37:00,completed,apple_pay,Germany,3.99,0.0,,70.03
O0001859,C04019,2025-01-08T08:52:00,completed,apple_pay,Germany,3.99,0.0,,23.46
O0001860,C04019,2023-09-17T05:12:00,completed,google_pay,Germany,3.99,0.0,CAM104,32.85
O0001861,C04994,2022-08-24T14:37:00,completed,bank_transfer,Germany,3.99,0.0,,58.86
O0001862,C01876,2025-02-04T11:25:00,completed,credit_card,Brazil,5.99,20.0,CAM103,46.82
O0001863,C04019,2025-03-13T12:58:00,completed,bank_transfer,Germany,3.99,0.0,,60.02
O0001864,C04019,2023-10-24T10:41:00,completed,bank_transfer,Germany,3.99,0.0,,26.17
O0001865,C04019,2024-03-17T16:16:00,completed,paypal,Germany,5.99,0.0,,28.44
O0001866,C04019,2025-04-27T16:32:00,completed,bank_transfer,Germany,3.99,0.0,,34.72
O0001867,C04019,2024-10-13T02:09:00,completed,credit_card,Germany,3.99,0.0,,16.65
O0001868,C02420,2022-09-12T08:50:00,completed,apple_pay,United Kingdom,0.0,0.0,,31.54
O0001869,C00248,2022-11-22T08:43:00,completed,bank_transfer,United Kingdom,5.99,20.0,CAM107,35.66
O0001870,C04019,2024-11-21T06:40:00,completed,google_pay,Germany,3.99,0.0,,26.17
O0001871,C00248,2024-02-28T15:29:00,completed,bank_transfer,United Kingdom,3.99,20.0,CAM108,3.08
O0001872,C04019,2024-05-15T14:02:00,completed,google_pay,Germany,0.0,0.0,,26.3
O0001873,C04019,2024-03-10T03:55:00,completed,paypal,Germany,5.99,0.0,,127.88
O0001874,C04019,2025-03-29T23:43:00,completed,paypal,Germany,0.0,0.0,,13.4
O0001875,C04019,2022-08-17T10:47:00,completed,google_pay,Germany,0.0,0.0,,12.64
O0001876,C04019,2025-03-05T12:31:00,completed,paypal,Germany,0.0,0.0,,29.84
O0001877,C04019,2022-06-09T01:47:00,completed,credit_card,Germany,5.99,0.0,,42.35
O0001878,C04019,2023-05-17T00:52:00,returned,apple_pay,Germany,3.99,0.0,,91.24
O0001879,C02884,2024-09-21T17:45:00,completed,google_pay,India,0.0,0.0,,38.23
O0001880,C04019,2022-02-06T23:18:00,completed,bank_transfer,Germany,3.99,0.0,CAM101,48.74
O0001881,C00248,2022-07-14T16:18:00,completed,credit_card,United Kingdom,3.99,0.0,,32.03
O0001882,C00248,2023-09-27T20:20:00,completed,paypal,United Kingdom,5.99,0.0,,92.02
O0001883,C04019,2022-10-08T16:37:00,completed,apple_pay,Germany,3.99,0.0,CAM105,13.15
O0001884,C04019,2024-09-10T18:55:00,completed,credit_card,Germany,3.99,0.0,CAM107,96.39
O0001885,C04019,2024-05-13T14:12:00,completed,credit_card,Germany,3.99,0.0,,196.22
O0001886,C04019,2023-12-14T06:51:00,cancelled,google_pay,Germany,3.99,0.0,CAM107,35.36
O0001887,C04019,2023-08-04T09:53:00,completed,bank_transfer,Germany,3.99,0.0,,58.2
O0001888,C04019,2023-08-16T03:08:00,completed,google_pay,Germany,3.99,0.0,,113.01
O0001889,C04019,2023-06-04T21:54:00,completed,apple_pay,Germany,3.99,0.0,,22.0
O0001890,C00248,2022-04-26T05:34:00,completed,paypal,United Kingdom,3.99,10.0,CAM104,73.58
O0001891,C03832,2025-07-18T04:35:00,completed,paypal,France,3.99,0.0,,12.7
O0001892,C01379,2023-10-12T03:58:00,completed,apple_pay,United States,3.99,0.0,,23.46
O0001893,C04019,2023-09-17T17:38:00,completed,google_pay,Germany,0.0,0.0,,123.99
O0001894,C04019,2022-03-13T12:31:00,completed,paypal,Germany,5.99,0.0,,67.52
O0001895,C04019,2024-06-20T02:57:00,completed,google_pay,Germany,5.99,10.0,CAM101,3.69
O0001896,C04019,2024-11-06T22:41:00,completed,bank_transfer,Germany,3.99,0.0,,29.97
O0001897,C04019,2022-10-15T04:36:00,completed,bank_transfer,Germany,3.99,0.0,,8.99
O0001898,C04019,2025-05-22T16:15:00,completed,apple_pay,Germany,0.0,0.0,,47.25
O0001899,C04019,2023-04-16T09:52:00,completed,google_pay,Germany,3.99,0.0,,40.08
O0001900,C03691,2025-01-14T15:30:00,completed,apple_pay,Brazil,3.99,0.0,,41.03
O0001901,C00901,2022-11-21T07:17:00,completed,credit_card,India,5.99,5.0,CAM104,7.77
O0001902,C00248,2022-12-25T22:10:00,cancelled,credit_card,United Kingdom,5.99,0.0,,27.58
O0001903,C04019,2024-04-12T19:35:00,completed,google_pay,Germany,3.99,0.0,,103.56
O0001904,C04019,2023-03-08T05:12:00,completed,google_pay,Germany,3.99,0.0,CAM104,23.92
O0001905,C04019,2023-09-16T08:18:00,completed,bank_transfer,Germany,3.99,0.0,,41.99
O0001906,C04019,2024-01-17T20:31:00,completed,bank_transfer,Germany,3.99,0.0,,35.9
O0001907,C04461,2022-06-08T05:31:00,completed,credit_card,United States,3.99,0.0,,17.41
O0001908,C04019,2024-06-09T02:05:00,completed,bank_transfer,Germany,3.99,10.0,CAM106,33.54
O0001909,C03691,2022-07-11T05:50:00,completed,apple_pay,Brazil,5.99,0.0,,30.84
O0001910,C01876,2023-07-18T21:34:00,completed,credit_card,Brazil,9.99,0.0,CAM108,77.58
O0001911,C01876,2023-02-16T03:20:00,completed,google_pay,Brazil,5.99,0.0,,23.1
O0001912,C04019,2023-01-20T17:11:00,completed,apple_pay,Germany,3.99,0.0,,17.0
O0001913,C00248,2023-06-24T10:43:00,completed,bank_transfer,United Kingdom,5.99,0.0,CAM103,93.24
O0001914,C04019,2022-10-13T06:32:00,completed,google_pay,Germany,3.99,0.0,,9.5
O0001915,C04019,2023-11-24T12:21:00,completed,paypal,Germany,3.99,0.0,,16.77
O0001916,C04019,2022-11-26T15:05:00,completed,apple_pay,Germany,5.99,0.0,,37.78
O0001917,C04461,2025-05-30T09:13:00,completed,credit_card,United States,3.99,0.0,,44.46
O0001918,C00248,2022-08-04T18:50:00,completed,credit_card,United Kingdom,0.0,0.0,,14.06
O0001919,C04019,2025-04-29T13:17:00,completed,paypal,Germany,9.99,0.0,,103.77
O0001920,C03539,2023-10-03T00:31:00,completed,apple_pay,Brazil,3.99,0.0,,35.08
O0001921,C04019,2023-05-30T11:23:00,completed,google_pay,Germany,3.99,0.0,,127.26
O0001922,C02771,2025-01-20T17:57:00,completed,paypal,United States,3.99,0.0,CAM107,23.42
O0001923,C04019,2023-05-15T10:29:00,returned,apple_pay,Germany,3.99,0.0,,114.1
O0001924,C04019,2022-08-20T09:34:00,completed,credit_card,Germany,3.99,0.0,,11.98
O0001925,C04019,2023-02-04T16:23:00,completed,bank_transfer,Germany,3.99,0.0,,27.99
O0001926,C00248,2025-05-06T23:38:00,completed,apple_pay,United Kingdom,3.99,0.0,,37.62
O0001927,C04019,2023-10-16T07:53:00,completed,credit_card,Germany,3.99,0.0,,110.17
O0001928,C04019,2022-02-23T08:41:00,returned,google_pay,Germany,3.99,0.0,,38.13
O0001929,C04019,2022-07-27T21:17:00,completed,paypal,Germany,5.99,0.0,CAM110,46.69
O0001930,C03598,2022-04-20T18:54:00,completed,apple_pay,United States,5.99,0.0,,37.79
O0001931,C04019,2022-03-30T23:15:00,completed,credit_card,Germany,3.99,0.0,,15.24
O0001932,C04019,2024-08-05T06:30:00,completed,credit_card,Germany,5.99,0.0,CAM101,37.08
O0001933,C01876,2023-06-15T12:39:00,cancelled,bank_transfer,Brazil,5.99,0.0,CAM103,25.49
O0001934,C04019,2025-03-26T22:08:00,completed,bank_transfer,Germany,5.99,0.0,,10.99
O0001935,C04019,2022-05-15T21:09:00,completed,credit_card,Germany,3.99,10.0,CAM101,23.01
O0001936,C02771,2022-06-27T17:59:00,completed,credit_card,United States,5.99,10.0,CAM106,4.7
O0001937,C01876,2023-11-23T05:19:00,completed,paypal,Brazil,5.99,0.0,,28.51
O0001938,C04461,2023-06-20T22:15:00,completed,credit_card,United States,5.99,0.0,,30.77
O0001939,C04019,2024-03-13T11:28:00,completed,bank_transfer,Germany,3.99,0.0,,44.69
O0001940,C00248,2024-07-29T02:44:00,completed,google_pay,United Kingdom,5.99,0.0,,20.01
O0001941,C01876,2022-05-05T22:11:00,completed,credit_card,Brazil,5.99,20.0,CAM110,26.36
O0001942,C04019,2024-07-05T09:20:00,completed,bank_transfer,Germany,3.99,0.0,,27.06
O0001943,C01876,2024-08-06T14:04:00,cancelled,credit_card,Brazil,3.99,5.0,CAM102,39.35
O0001944,C00248,2023-06-09T11:02:00,completed,bank_transfer,United Kingdom,3.99,0.0,,11.18
O0001945,C01073,2024-09-07T09:33:00,completed,apple_pay,Canada,0.0,0.0,,43.43
O0001946,C04019,2024-04-25T06:20:00,completed,paypal,Germany,5.99,0.0,,49.42
O0001947,C00248,2025-04-23T12:50:00,completed,apple_pay,United Kingdom,9.99,0.0,,68.61
O0001948,C01876,2022-05-13T07:28:00,completed,apple_pay,Brazil,3.99,0.0,,13.93
O0001949,C04019,2024-09-01T17:55:00,completed,credit_card,Germany,3.99,0.0,,16.09
O0001950,C04019,2025-03-20T21:51:00,completed,paypal,Germany,5.99,0.0,,28.37
O0001951,C04019,2025-05-18T21:35:00,completed,credit_card,Germany,3.99,15.0,CAM104,0.0
O0001952,C04019,2022-02-03T03:19:00,completed,bank_transfer,Germany,3.99,0.0,,30.58
O0001953,C04019,2023-09-21T22:33:00,cancelled,credit_card,Germany,3.99,0.0,CAM107,103.16
O0001954,C04019,2024-10-05T07:24:00,completed,bank_transfer,Germany,0.0,0.0,,164.46
O0001955,C04019,2024-05-06T07:01:00,completed,bank_transfer,Germany,3.99,0.0,,88.76
O0001956,C00131,2022-05-14T22:30:00,completed,credit_card,Brazil,5.99,0.0,,27.14
O0001957,C02771,2025-07-10T15:35:00,completed,google_pay,United States,3.99,0.0,,91.24
O0001958,C04019,2023-06-22T15:49:00,completed,credit_card,Germany,3.99,0.0,,25.55
O0001959,C04019,2025-07-02T01:42:00,completed,credit_card,Germany,5.99,0.0,CAM105,18.75
O0001960,C04019,2024-09-20T04:59:00,completed,paypal,Germany,5.99,0.0,,87.24
O0001961,C04019,2025-06-10T15:37:00,completed,credit_card,Germany,3.99,0.0,,52.71
O0001962,C00248,2024-11-05T10:45:00,completed,apple_pay,United Kingdom,3.99,0.0,,31.0
O0001963,C00248,2022-05-08T04:03:00,returned,credit_card,United Kingdom,3.99,0.0,,24.15
O0001964,C04461,2022-06-22T07:25:00,cancelled,apple_pay,United States,3.99,0.0,,18.01
O0001965,C04019,2024-04-20T21:20:00,completed,credit_card,Germany,5.99,0.0,,74.17
O0001966,C04019,2024-08-25T20:27:00,completed,bank_transfer,Germany,3.99,0.0,,49.32
O0001967,C03832,2024-05-05T15:46:00,completed,credit_card,France,5.99,0.0,,39.0
O0001968,C04019,2023-03-09T07:47:00,completed,credit_card,Germany,3.99,0.0,,54.97
O0001969,C04019,2022-11-20T03:27:00,completed,bank_transfer,Germany,3.99,0.0,,126.06
O0001970,C02771,2024-06-01T23:40:00,completed,apple_pay,United States,3.99,0.0,,35.1
O0001971,C04019,2022-09-17T22:26:00,completed,google_pay,Germany,3.99,0.0,,52.14
O0001972,C02935,2023-11-10T10:16:00,returned,credit_card,India,0.0,0.0,,22.52
O0001973,C00248,2024-04-23T16:29:00,completed,bank_transfer,United Kingdom,5.99,15.0,CAM103,15.94
O0001974,C04019,2024-09-12T09:49:00,completed,google_pay,Germany,0.0,0.0,,52.63
O0001975,C00248,2025-09-01T16:28:00,completed,bank_transfer,United Kingdom,3.99,0.0,,17.39
O0001976,C00248,2025-01-12T18:06:00,completed,google_pay,United Kingdom,0.0,0.0,,22.38
O0001977,C03387,2024-09-16T20:52:00,completed,google_pay,Brazil,3.99,0.0,,18.63
O0001978,C04019,2023-08-16T10:18:00,completed,credit_card,Germany,3.99,20.0,CAM102,0.0
O0001979,C04938,2022-10-19T20:37:00,completed,credit_card,Australia,5.99,0.0,,32.77
O0001980,C04019,2024-12-14T13:24:00,completed,google_pay,Germany,3.99,0.0,,57.71
O0001981,C04019,2024-08-26T14:49:00,completed,credit_card,Germany,5.99,0.0,,32.8
O0001982,C01339,2025-06-12T01:46:00,completed,google_pay,United Kingdom,0.0,0.0,,195.89
O0001983,C04019,2025-04-15T15:46:00,completed,bank_transfer,Germany,5.99,0.0,,26.17
O0001984,C02771,2023-02-05T12:31:00,cancelled,paypal,United States,3.99,0.0,,13.93
O0001985,C00248,2023-05-09T18:20:00,completed,paypal,United Kingdom,5.99,0.0,,18.63
O0001986,C00248,2024-06-01T07:42:00,completed,apple_pay,United Kingdom,5.99,0.0,,12.52
O0001987,C04019,2023-08-26T22:58:00,completed,credit_card,Germany,0.0,0.0,,40.38
O0001988,C04019,2022-07-13T21:18:00,completed,credit_card,Germany,0.0,0.0,,40.6
O0001989,C04019,2023-07-02T18:43:00,returned,paypal,Germany,5.99,0.0,,19.17
O0001990,C04019,2022-05-10T05:54:00,completed,google_pay,Germany,3.99,0.0,,51.36
O0001991,C04019,2023-11-02T05:27:00,completed,google_pay,Germany,0.0,0.0,,76.36
O0001992,C04019,2024-02-21T10:56:00,returned,paypal,Germany,0.0,0.0,CAM106,16.7
O0001993,C04019,2024-10-04T15:24:00,completed,google_pay,Germany,0.0,0.0,,13.84
O0001994,C02743,2024-08-04T17:23:00,completed,apple_pay,United Kingdom,3.99,0.0,,49.84
O0001995,C02786,2023-03-27T20:54:00,completed,apple_pay,Australia,3.99,0.0,,47.69
O0001996,C04019,2025-02-02T01:03:00,completed,google_pay,Germany,3.99,0.0,CAM108,51.47
O0001997,C04019,2024-02-17T13:55:00,completed,credit_card,Germany,3.99,0.0,,73.93
O0001998,C04019,2022-08-22T19:36:00,completed,apple_pay,Germany,5.99,0.0,,25.15
O0001999,C04019,2023-09-04T14:30:00,completed,credit_card,Germany,3.99,0.0,,81.7
O0002000,C03832,2024-02-25T11:12:00,returned,google_pay,France,5.99,0.0,,25.42
O0002001,C04019,2024-08-29T04:40:00,completed,bank_transfer,Germany,3.99,0.0,CAM101,16.72
O0002002,C00248,2023-11-08T14:18:00,completed,apple_pay,United Kingdom,3.99,0.0,,20.85
O0002003,C04019,2022-05-12T23:37:00,completed,apple_pay,Germany,3.99,0.0,CAM106,14.5
O0002004,C04019,2022-01-21T15:31:00,completed,bank_transfer,Germany,3.99,0.0,,85.18
O0002005,C04019,2023-12-17T03:07:00,completed,bank_transfer,Germany,0.0,0.0,,7.3
O0002006,C04019,2025-05-12T15:54:00,cancelled,bank_transfer,Germany,3.99,0.0,,47.55
O0002007,C00248,2025-08-31T18:17:00,completed,credit_card,United Kingdom,3.99,0.0,,55.67
O0002008,C04019,2024-06-08T08:18:00,completed,credit_card,Germany,3.99,0.0,CAM108,24.67
O0002009,C04019,2022-01-05T12:03:00,completed,apple_pay,Germany,3.99,0.0,CAM106,47.12
O0002010,C04019,2024-01-03T16:59:00,completed,apple_pay,Germany,3.99,0.0,CAM108,24.27
O0002011,C04019,2022-06-11T02:00:00,returned,google_pay,Germany,3.99,0.0,CAM101,70.47
O0002012,C00248,2024-03-14T21:27:00,completed,apple_pay,United Kingdom,3.99,0.0,,35.08
O0002013,C01876,2024-09-29T21:17:00,completed,apple_pay,Brazil,5.99,0.0,,36.19
O0002014,C04938,2023-04-11T07:26:00,completed,paypal,Australia,5.99,0.0,,13.77
O0002015,C04019,2024-05-13T12:25:00,completed,credit_card,Germany,3.99,0.0,CAM102,132.11
O0002016,C01876,2023-08-11T04:03:00,completed,google_pay,Brazil,3.99,0.0,,50.86
O0002017,C04019,2025-09-01T06:46:00,completed,apple_pay,Germany,5.99,0.0,CAM103,90.76
O0002018,C02786,2022-12-10T09:58:00,completed,credit_card,Australia,0.0,0.0,CAM106,24.29
O0002019,C04019,2023-10-31T09:42:00,completed,credit_card,Germany,5.99,0.0,,17.96
O0002020,C04019,2022-10-05T11:16:00,completed,credit_card,Germany,0.0,0.0,,10.41
O0002021,C04019,2025-03-02T17:05:00,completed,apple_pay,Germany,3.99,0.0,,30.55
O0002022,C04019,2024-06-28T15:58:00,completed,paypal,Germany,5.99,0.0,,46.46
O0002023,C04019,2025-01-08T14:51:00,completed,google_pay,Germany,5.99,0.0,CAM102,52.29
O0002024,C04019,2023-03-29T03:05:00,completed,google_pay,Germany,3.99,0.0,,25.55
O0002025,C00248,2024-06-17T05:04:00,completed,apple_pay,United Kingdom,3.99,0.0,,13.23
O0002026,C00248,2025-08-02T22:11:00,completed,bank_transfer,United Kingdom,3.99,0.0,,40.08
O0002027,C04019,2022-09-03T02:09:00,completed,credit_card,Germany,3.99,0.0,,28.94
O0002028,C01876,2022-10-22T12:29:00,completed,credit_card,Brazil,5.99,0.0,,33.26
O0002029,C04019,2024-02-03T00:49:00,returned,google_pay,Germany,3.99,0.0,,35.23
O0002030,C04461,2023-07-15T01:28:00,completed,bank_transfer,United States,5.99,0.0,,75.95
O0002031,C04019,2025-06-28T09:13:00,completed,apple_pay,Germany,3.99,20.0,CAM109,0.0
O0002032,C04019,2023-04-26T09:48:00,cancelled,credit_card,Germany,3.99,0.0,,29.46
O0002033,C04019,2022-06-12T17:01:00,completed,bank_transfer,Germany,3.99,0.0,,28.01
O0002034,C01876,2024-08-07T18:28:00,completed,google_pay,Brazil,0.0,0.0,,64.46
O0002035,C04019,2023-11-20T17:05:00,completed,paypal,Germany,3.99,0.0,CAM108,48.74
O0002036,C04461,2022-07-27T03:25:00,completed,credit_card,United States,3.99,0.0,CAM105,112.68
O0002037,C04019,2023-02-26T21:23:00,completed,paypal,Germany,3.99,0.0,,35.78
O0002038,C04019,2022-03-05T15:48:00,completed,paypal,Germany,3.99,0.0,CAM101,90.59
O0002039,C03985,2023-02-14T23:09:00,completed,paypal,Germany,5.99,0.0,,29.1
O0002040,C00248,2022-09-08T19:13:00,completed,paypal,United Kingdom,0.0,5.0,CAM102,35.7
O0002041,C04019,2022-09-25T04:36:00,completed,bank_transfer,Germany,9.99,0.0,CAM104,35.73
O0002042,C04019,2025-03-20T20:20:00,completed,apple_pay,Germany,3.99,0.0,CAM105,10.22
O0002043,C04019,2023-01-01T15:10:00,completed,bank_transfer,Germany,5.99,0.0,,42.53
O0002044,C01876,2024-12-13T20:53:00,completed,bank_transfer,Brazil,5.99,0.0,,27.58
O0002045,C04019,2023-04-21T01:37:00,completed,apple_pay,Germany,3.99,0.0,,40.99
O0002046,C02916,2024-07-09T00:44:00,completed,apple_pay,United Kingdom,0.0,0.0,,15.87
O0002047,C04019,2025-08-07T17:25:00,completed,bank_transfer,Germany,5.99,0.0,,32.9
O0002048,C04019,2024-07-25T19:57:00,completed,bank_transfer,Germany,3.99,0.0,,45.1
O0002049,C04117,2024-06-27T13:31:00,completed,paypal,United States,3.99,0.0,,26.37
O0002050,C04461,2024-06-26T18:46:00,completed,credit_card,United States,3.99,0.0,CAM102,39.03
O0002051,C04994,2024-02-08T23:03:00,completed,paypal,Germany,0.0,0.0,CAM110,25.47
O0002052,C04019,2024-10-27T21:22:00,completed,credit_card,Germany,5.99,0.0,CAM102,27.34
O0002053,C04019,2022-08-24T08:21:00,completed,apple_pay,Germany,3.99,0.0,,8.99
O0002054,C00248,2024-09-28T10:49:00,completed,google_pay,United Kingdom,3.99,0.0,,132.92
O0002055,C03387,2022-02-19T06:41:00,returned,paypal,Brazil,3.99,0.0,,103.2
O0002056,C04019,2024-02-13T23:55:00,completed,bank_transfer,Germany,3.99,0.0,,85.59
O0002057,C01379,2022-02-21T17:23:00,completed,credit_card,United States,5.99,0.0,,45.27
O0002058,C00248,2024-01-13T03:03:00,completed,google_pay,United Kingdom,5.99,0.0,,67.95
O0002059,C04019,2023-07-12T19:02:00,completed,apple_pay,Germany,3.99,0.0,,25.14
O0002060,C04019,2022-05-31T11:35:00,returned,bank_transfer,Germany,0.0,0.0,,52.67
O0002061,C03832,2022-04-27T18:40:00,cancelled,bank_transfer,France,5.99,0.0,CAM109,83.72
