order_item_id,order_id,product_id,quantity,item_price,item_cost
4728,O0003967,P0132,1,41.31,23.66
4729,O0003968,P0249,1,127.56,101.19
4730,O0003968,P0358,1,9.97,6.68
4731,O0003968,P0389,1,20.01,13.08
4732,O0003969,P0293,1,10.7,5.68
4733,O0003970,P0077,1,11.11,4.63
4734,O0003971,P0071,1,21.03,9.73
4735,O0003972,P0036,1,51.68,23.47
4736,O0003973,P0262,1,22.84,11.46
4737,O0003974,P0128,1,37.0,29.9
4738,O0003975,P0089,1,30.2,17.14
4739,O0003976,P0173,1,27.7,13.32
4740,O0003977,P0243,1,27.01,13.95
4741,O0003978,P0027,1,22.36,12.89
4742,O0003979,P0051,1,12.85,10.71
4743,O0003980,P0221,1,137.35,94.01
4744,O0003981,P0064,1,27.35,23.99
4745,O0003981,P0032,1,15.23,15.75
4746,O0003982,P0007,1,16.85,8.08
4747,O0003982,P0168,1,18.02,11.85
4748,O0003982,P0064,1,33.89,24.12
4749,O0003983,P0151,1,8.95,7.45
4750,O0003984,P0384,1,25.72,18.99
4751,O0003984,P0197,1,53.52,30.83
4752,O0003985,P0365,1,11.12,9.56
4753,O0003986,P0003,1,20.34,8.95
4754,O0003987,P0393,1,7.96,5.65
4755,O0003988,P0388,1,15.88,7.06
4756,O0003989,P0276,1,20.56,15.06
4757,O0003990,P0017,1,15.17,10.53
4758,O0003991,P0267,1,16.05,8.06
4759,O0003992,P0108,1,78.48,50.97
4760,O0003993,P0275,1,22.42,17.03
4761,O0003994,P0345,1,25.98,19.66
4762,O0003995,P0198,1,21.81,9.95
4763,O0003996,P0126,1,57.0,31.27
4764,O0003997,P0301,1,25.5,14.82
4765,O0003998,P0143,1,5.0,3.74
4766,O0003999,P0258,1,8.13,7.05
4767,O0004000,P0229,1,11.96,10.0
4768,O0004001,P0294,1,21.07,11.7
4769,O0004001,P0136,2,5.51,3.74
4770,O0004001,P0271,1,118.13,48.66
4771,O0004002,P0006,1,45.33,38.6
4772,O0004003,P0303,1,20.26,17.6
4773,O0004004,P0063,1,21.56,13.62
4774,O0004005,P0245,1,7.19,3.35
4775,O0004006,P0377,2,5.0,4.14
4776,O0004007,P0373,1,8.74,6.56
4777,O0004008,P0335,1,24.9,12.77
4778,O0004008,P0029,1,16.97,8.85
4779,O0004009,P0065,1,22.97,25.5
4780,O0004010,P0267,1,12.97,7.55
4781,O0004011,P0145,1,13.01,5.6
4782,O0004012,P0048,1,19.31,12.64
4783,O0004013,P0037,2,12.54,10.38
4784,O0004014,P0022,1,9.24,5.8
4785,O0004015,P0390,1,73.54,49.04
4786,O0004016,P0335,1,20.35,12.64
4787,O0004017,P0083,1,13.11,11.09
4788,O0004018,P0011,1,10.91,6.04
4789,O0004019,P0070,1,176.02,95.6
4790,O0004019,P0336,1,93.8,75.73
4791,O0004020,P0094,1,29.54,24.4
4792,O0004021,P0372,1,6.53,5.46
4793,O0004022,P0359,1,26.78,18.95
4794,O0004023,P0260,1,23.47,20.07
4795,O0004024,P0234,1,16.86,7.76
4796,O0004025,P0115,1,35.82,31.07
4797,O0004025,P0200,1,15.63,7.01
4798,O0004025,P0148,1,38.94,24.12
4799,O0004026,P0096,1,13.85,6.68
4800,O0004027,P0390,1,81.71,50.03
4801,O0004028,P0284,1,11.42,5.96
4802,O0004029,P0388,1,15.88,6.78
4803,O0004029,P0174,1,14.91,8.0
4804,O0004029,P0170,1,9.11,6.16
4805,O0004030,P0300,1,16.61,9.06
4806,O0004031,P0228,1,110.05,85.16
4807,O0004032,P0110,1,11.68,5.32
4808,O0004033,P0075,1,75.36,51.81
4809,O0004034,P0072,1,31.23,19.3
4810,O0004035,P0338,1,5.0,3.39
4811,O0004036,P0271,1,118.13,50.64
4812,O0004037,P0351,1,44.95,33.51
4813,O0004038,P0357,1,30.69,18.99
4814,O0004039,P0250,1,99.91,57.85
4815,O0004040,P0024,1,28.72,21.91
4816,O0004041,P0370,1,17.44,6.94
4817,O0004042,P0219,1,25.02,17.24
4818,O0004043,P0237,2,22.38,13.77
4819,O0004043,P0309,1,14.44,7.73
4820,O0004044,P0162,1,7.81,3.36
4821,O0004044,P0225,1,5.0,3.44
4822,O0004045,P0339,1,6.58,3.64
4823,O0004046,P0125,1,45.6,32.74
4824,O0004047,P0067,1,5.29,2.74
4825,O0004048,P0099,1,11.25,6.28
4826,O0004049,P0097,1,109.14,78.97
4827,O0004050,P0192,1,130.83,73.72
4828,O0004051,P0165,1,11.19,5.03
4829,O0004052,P0132,1,41.31,23.64
4830,O0004053,P0166,1,35.51,24.79
4831,O0004054,P0346,1,16.74,13.07
4832,O0004055,P0015,2,15.87,10.89
4833,O0004056,P0100,1,46.05,34.28
4834,O0004057,P0243,1,27.01,13.95
4835,O0004058,P0235,1,6.23,5.14
4836,O0004058,P0028,1,19.28,10.55
4837,O0004058,P0098,1,35.84,18.38
4838,O0004059,P0359,1,26.78,19.11
4839,O0004060,P0347,1,56.26,24.87
4840,O0004061,P0069,1,25.74,11.18
4841,O0004062,P0125,1,58.35,32.83
4842,O0004063,P0103,1,20.16,10.86
4843,O0004063,P0183,1,38.0,30.95
4844,O0004064,P0319,1,37.48,22.61
4845,O0004065,P0221,2,137.35,89.25
4846,O0004066,P0318,1,15.46,10.94
4847,O0004067,P0373,1,8.74,6.27
4848,O0004068,P0143,1,4.55,3.94
4849,O0004069,P0154,1,56.03,29.83
4850,O0004070,P0382,1,10.12,8.89
4851,O0004071,P0015,1,15.87,11.11
4852,O0004072,P0124,1,9.83,7.34
4853,O0004073,P0081,1,9.76,9.89
4854,O0004073,P0057,1,11.09,6.95
4855,O0004074,P0306,1,44.89,31.95
4856,O0004074,P0377,1,5.0,4.03
4857,O0004075,P0003,1,20.34,8.97
4858,O0004076,P0072,1,31.23,20.14
4859,O0004077,P0193,1,61.96,47.63
4860,O0004078,P0082,1,84.77,40.65
4861,O0004079,P0104,1,11.46,7.07
4862,O0004080,P0350,1,11.21,5.35
4863,O0004081,P0399,1,14.52,11.5
4864,O0004082,P0001,1,31.68,26.37
4865,O0004083,P0012,1,31.54,18.35
4866,O0004084,P0390,1,81.71,49.59
4867,O0004085,P0348,1,16.31,13.3
4868,O0004086,P0099,1,11.25,6.06
4869,O0004087,P0067,1,5.29,2.87
4870,O0004088,P0058,1,18.88,11.04
4871,O0004089,P0308,1,38.24,23.77
4872,O0004090,P0297,1,8.01,3.65
4873,O0004091,P0182,1,26.95,20.65
4874,O0004092,P0129,1,37.04,29.12
4875,O0004093,P0383,1,192.23,83.81
4876,O0004094,P0071,1,21.03,9.63
4877,O0004095,P0006,1,45.33,38.71
4878,O0004096,P0159,1,5.0,2.43
4879,O0004097,P0109,1,40.47,21.24
4880,O0004098,P0342,1,150.89,117.57
4881,O0004099,P0179,1,12.64,9.66
4882,O0004100,P0236,1,65.21,58.35
4883,O0004101,P0285,1,13.4,5.68
4884,O0004102,P0396,1,67.85,35.04
4885,O0004103,P0067,1,4.83,2.79
4886,O0004104,P0214,1,12.66,8.41
4887,O0004105,P0213,1,31.76,24.02
4888,O0004105,P0351,1,40.46,32.7
4889,O0004105,P0383,1,192.23,85.67
4890,O0004106,P0033,1,12.84,5.76
4891,O0004106,P0232,1,106.18,86.3
4892,O0004107,P0185,1,37.44,22.22
4893,O0004108,P0357,1,30.69,19.17
4894,O0004109,P0330,1,17.52,11.19
4895,O0004109,P0031,1,31.79,14.27
4896,O0004109,P0275,1,22.42,17.78
4897,O0004110,P0158,1,45.59,20.86
4898,O0004111,P0356,1,81.19,69.18
4899,O0004112,P0311,1,6.67,3.07
4900,O0004113,P0069,1,25.74,10.69
4901,O0004114,P0349,1,19.77,15.59
4902,O0004115,P0279,1,7.3,4.5
4903,O0004115,P0156,1,13.93,6.44
4904,O0004116,P0152,1,46.02,38.83
4905,O0004117,P0229,1,11.96,9.83
4906,O0004118,P0115,1,35.82,29.4
4907,O0004119,P0239,1,24.64,18.05
4908,O0004119,P0317,1,54.87,28.09
4909,O0004120,P0327,1,32.14,16.16
4910,O0004121,P0055,1,26.51,20.82
4911,O0004122,P0161,1,90.55,61.19
4912,O0004123,P0082,1,84.77,38.49
4913,O0004124,P0379,1,107.68,44.14
4914,O0004125,P0374,1,8.71,5.16
4915,O0004126,P0313,1,40.89,19.67
4916,O0004127,P0370,1,17.44,7.35
4917,O0004127,P0186,1,33.48,39.78
4918,O0004127,P0283,2,22.15,14.53
4919,O0004128,P0030,1,57.15,37.94
4920,O0004129,P0166,1,35.51,24.42
4921,O0004130,P0346,1,16.74,13.4
4922,O0004131,P0094,1,29.54,23.75
4923,O0004132,P0318,1,15.46,10.91
4924,O0004133,P0164,1,7.02,6.17
4925,O0004134,P0373,1,8.74,6.41
4926,O0004135,P0245,1,7.19,3.34
4927,O0004136,P0053,1,51.03,40.61
4928,O0004137,P0372,1,6.53,5.34
4929,O0004138,P0034,1,40.02,31.47
4930,O0004139,P0311,2,6.67,3.16
4931,O0004140,P0078,1,11.02,10.57
4932,O0004141,P0248,1,26.91,21.7
4933,O0004142,P0304,1,11.87,9.35
4934,O0004143,P0331,1,49.25,28.15
4935,O0004144,P0331,1,49.25,29.61
4936,O0004144,P0004,1,20.34,16.1
4937,O0004144,P0326,1,21.66,17.65
4938,O0004145,P0119,1,29.12,24.03
4939,O0004145,P0288,1,10.33,8.15
4940,O0004145,P0161,1,90.55,64.46
4941,O0004146,P0077,1,11.11,4.56
4942,O0004147,P0317,1,54.87,28.48
4943,O0004148,P0028,1,17.35,10.45
4944,O0004149,P0249,1,127.56,102.41
4945,O0004150,P0264,1,11.57,6.3
4946,O0004151,P0388,1,15.88,6.8
4947,O0004152,P0359,1,18.91,19.1
4948,O0004153,P0290,1,49.67,32.3
4949,O0004154,P0324,1,15.13,7.43
4950,O0004155,P0241,1,17.11,10.76
4951,O0004155,P0054,1,31.91,16.04
4952,O0004156,P0060,1,30.23,19.37
4953,O0004157,P0368,1,58.87,35.19
4954,O0004158,P0109,1,40.47,22.09
4955,O0004159,P0005,1,86.78,36.69
4956,O0004160,P0342,1,116.97,115.85
4957,O0004161,P0194,1,41.6,35.46
4958,O0004162,P0368,1,58.87,35.81
4959,O0004162,P0282,1,31.47,20.26
4960,O0004163,P0260,1,23.47,20.36
4961,O0004163,P0015,1,15.87,10.67
4962,O0004164,P0158,1,32.56,19.89
4963,O0004164,P0167,1,25.94,22.27
4964,O0004165,P0322,1,20.85,17.83
4965,O0004166,P0388,1,15.88,7.13
4966,O0004167,P0192,2,130.83,73.8
4967,O0004167,P0278,1,15.48,9.57
4968,O0004167,P0069,1,25.74,11.24
4969,O0004168,P0084,1,18.96,15.35
4970,O0004169,P0286,1,7.86,4.36
4971,O0004170,P0218,1,24.78,16.85
4972,O0004171,P0376,1,7.37,3.69
4973,O0004172,P0288,1,10.33,8.28
4974,O0004173,P0392,1,5.0,2.45
4975,O0004173,P0335,1,24.9,12.55
4976,O0004174,P0360,1,43.84,37.48
4977,O0004175,P0343,1,16.99,8.6
4978,O0004176,P0105,1,23.07,18.76
4979,O0004177,P0379,3,107.68,44.76
4980,O0004178,P0358,1,9.97,6.64
4981,O0004179,P0189,2,31.8,27.37
4982,O0004180,P0028,1,19.28,10.13
4983,O0004181,P0319,1,37.48,22.89
4984,O0004182,P0025,1,44.29,19.63
4985,O0004183,P0164,1,7.78,6.35
4986,O0004184,P0338,1,4.18,3.52
4987,O0004185,P0133,1,13.22,8.79
4988,O0004186,P0200,1,15.63,7.19
4989,O0004187,P0043,1,32.76,25.2
4990,O0004188,P0171,1,19.56,18.3
4991,O0004189,P0253,1,57.21,32.92
4992,O0004190,P0356,1,81.19,68.82
4993,O0004191,P0110,1,9.99,5.22
4994,O0004192,P0061,1,7.12,3.63
4995,O0004193,P0162,1,7.81,3.22
4996,O0004194,P0100,1,46.05,34.83
4997,O0004195,P0206,2,7.96,6.71
4998,O0004196,P0318,1,14.12,11.33
4999,O0004197,P0247,1,84.85,54.27
5000,O0004198,P0263,1,32.89,15.54
5001,O0004199,P0274,1,23.23,24.72
5002,O0004200,P0254,1,6.01,3.65
5003,O0004201,P0290,1,49.67,31.44
5004,O0004202,P0134,1,20.3,8.49
5005,O0004203,P0147,1,36.74,22.21
5006,O0004203,P0320,1,77.73,44.78
5007,O0004203,P0312,1,25.49,18.06
5008,O0004204,P0392,1,5.0,2.45
5009,O0004205,P0184,1,20.87,12.38
5010,O0004206,P0213,1,31.76,23.08
5011,O0004207,P0097,1,88.66,78.3
5012,O0004208,P0072,1,31.23,20.12
5013,O0004208,P0380,1,60.42,42.25
5014,O0004208,P0100,1,46.05,34.9
5015,O0004209,P0336,1,84.42,78.18
5016,O0004209,P0189,1,31.8,27.41
5017,O0004210,P0297,1,8.01,3.6
5018,O0004211,P0119,1,29.12,24.07
5019,O0004212,P0357,1,30.69,19.42
5020,O0004213,P0172,1,39.28,31.47
5021,O0004214,P0064,1,33.89,24.55
5022,O0004215,P0381,1,19.78,8.6
5023,O0004215,P0093,1,14.24,6.99
5024,O0004215,P0375,1,19.93,9.54
5025,O0004216,P0230,1,36.36,28.6
5026,O0004217,P0038,1,15.45,13.04
5027,O0004218,P0245,1,7.19,3.38
5028,O0004219,P0200,1,15.63,7.08
5029,O0004219,P0062,1,17.52,9.92
5030,O0004220,P0335,1,24.9,12.37
5031,O0004221,P0290,1,49.67,31.81
5032,O0004222,P0011,1,9.87,5.89
5033,O0004223,P0063,1,21.56,13.47
5034,O0004224,P0200,1,14.07,7.26
5035,O0004225,P0183,1,38.0,29.37
5036,O0004226,P0334,1,10.95,6.1
5037,O0004226,P0009,1,29.77,18.38
5038,O0004227,P0262,1,22.84,11.83
5039,O0004228,P0135,1,123.52,82.07
5040,O0004229,P0336,2,93.8,77.61
5041,O0004230,P0199,2,34.14,22.69
5042,O0004231,P0062,1,12.45,9.58
5043,O0004232,P0283,1,22.15,14.41
5044,O0004233,P0180,1,15.67,12.24
5045,O0004234,P0367,1,25.65,17.49
5046,O0004234,P0251,1,41.11,29.32
5047,O0004234,P0182,1,26.95,20.23
5048,O0004235,P0111,1,10.42,8.76
5049,O0004236,P0109,1,40.47,21.2
5050,O0004236,P0280,1,73.22,54.53
5051,O0004237,P0233,1,63.03,52.46
5052,O0004238,P0144,1,28.48,14.97
5053,O0004239,P0113,1,20.52,8.41
5054,O0004239,P0301,1,25.5,15.28
5055,O0004240,P0224,1,12.85,6.13
5056,O0004241,P0275,1,15.82,17.91
5057,O0004242,P0139,1,13.84,9.34
5058,O0004243,P0193,1,61.96,46.61
5059,O0004243,P0367,1,18.39,17.34
5060,O0004244,P0322,1,20.85,17.73
5061,O0004245,P0156,1,13.93,6.29
5062,O0004246,P0052,1,16.42,12.75
5063,O0004247,P0356,1,81.19,67.45
5064,O0004248,P0269,1,22.52,11.22
5065,O0004249,P0125,1,58.35,34.13
5066,O0004249,P0061,1,7.91,3.71
5067,O0004250,P0392,1,5.0,2.43
5068,O0004251,P0017,1,15.17,10.82
5069,O0004252,P0132,1,41.31,23.4
5070,O0004253,P0054,1,31.91,15.51
5071,O0004254,P0143,1,4.5,3.73
5072,O0004255,P0195,1,24.29,10.6
5073,O0004256,P0278,1,15.48,9.98
5074,O0004256,P0202,1,16.35,12.97
5075,O0004257,P0109,1,40.47,21.36
5076,O0004258,P0160,1,10.81,6.66
5077,O0004259,P0266,1,52.67,25.74
5078,O0004260,P0135,1,140.66,82.27
5079,O0004261,P0038,1,19.16,13.01
5080,O0004262,P0225,1,5.0,3.31
5081,O0004263,P0339,1,7.52,3.6
5082,O0004264,P0027,1,22.36,13.06
5083,O0004265,P0050,1,29.38,23.86
5084,O0004266,P0227,1,32.25,17.26
5085,O0004267,P0164,1,7.78,6.29
5086,O0004268,P0300,1,16.61,8.93
5087,O0004269,P0356,1,81.19,69.03
5088,O0004269,P0396,1,67.85,34.37
5089,O0004269,P0116,1,23.14,18.83
5090,O0004270,P0060,1,30.23,19.08
5091,O0004271,P0245,1,7.19,3.19
5092,O0004272,P0082,1,84.77,39.63
5093,O0004273,P0232,1,106.18,86.07
5094,O0004273,P0118,2,7.3,4.09
5095,O0004273,P0320,1,77.73,45.82
5096,O0004274,P0025,1,44.29,19.21
5097,O0004275,P0123,2,25.7,20.95
5098,O0004276,P0383,1,192.23,83.32
5099,O0004277,P0114,1,43.43,36.98
5100,O0004278,P0321,1,38.93,31.0
5101,O0004279,P0098,1,35.84,18.53
5102,O0004280,P0196,1,11.97,7.84
5103,O0004280,P0387,1,23.9,15.75
5104,O0004281,P0267,1,16.05,7.82
5105,O0004282,P0307,1,26.56,17.65
5106,O0004283,P0261,1,5.0,3.42
5107,O0004284,P0241,1,17.11,10.78
5108,O0004285,P0335,1,24.9,12.79
5109,O0004286,P0280,1,73.22,53.95
5110,O0004287,P0339,1,7.52,3.63
5111,O0004288,P0269,1,20.95,11.05
5112,O0004289,P0319,1,37.48,22.7
5113,O0004290,P0369,1,21.62,17.26
5114,O0004291,P0347,1,56.26,25.8
5115,O0004291,P0075,1,75.36,54.0
5116,O0004291,P0343,1,16.99,8.78
5117,O0004292,P0284,1,11.42,5.74
5118,O0004293,P0031,1,31.79,13.73
5119,O0004294,P0299,1,14.58,7.41
5120,O0004295,P0213,1,31.76,23.49
5121,O0004296,P0064,1,33.89,24.46
5122,O0004297,P0171,1,21.73,18.92
5123,O0004298,P0013,1,79.24,38.11
5124,O0004299,P0391,1,66.48,31.54
5125,O0004300,P0248,1,26.91,21.75
5126,O0004301,P0254,1,6.01,3.65
5127,O0004301,P0084,1,18.96,15.43
5128,O0004301,P0371,2,10.92,7.01
5129,O0004302,P0126,1,57.0,31.41
5130,O0004303,P0155,1,67.59,27.86
5131,O0004304,P0006,1,45.33,37.52
5132,O0004305,P0281,1,38.91,25.34
5133,O0004306,P0013,1,79.24,40.45
5134,O0004306,P0135,1,156.29,82.44
5135,O0004307,P0023,1,8.48,7.37
5136,O0004307,P0019,1,24.27,10.22
5137,O0004308,P0321,1,38.93,30.24
5138,O0004309,P0076,1,6.14,5.11
5139,O0004309,P0368,1,58.87,35.21
5140,O0004309,P0378,1,23.49,13.37
5141,O0004310,P0169,1,78.53,53.06
5142,O0004310,P0222,1,13.28,11.05
5143,O0004310,P0149,1,16.78,11.1
5144,O0004311,P0231,1,8.53,7.06
5145,O0004312,P0349,1,19.77,15.72
5146,O0004313,P0035,1,55.97,41.08
5147,O0004313,P0122,1,27.74,24.21
5148,O0004313,P0226,1,16.11,7.02
5149,O0004314,P0028,1,19.28,10.57
5150,O0004315,P0303,1,20.26,16.69
5151,O0004316,P0037,1,12.54,10.29
5152,O0004317,P0047,2,26.3,14.05
5153,O0004318,P0007,1,16.85,8.37
5154,O0004319,P0298,1,38.49,18.17
5155,O0004320,P0001,1,36.5,26.61
5156,O0004320,P0052,1,16.42,13.11
5157,O0004320,P0020,1,10.53,8.35
5158,O0004321,P0207,1,13.81,10.22
5159,O0004322,P0214,1,12.66,8.63
5160,O0004323,P0091,1,37.25,29.95
5161,O0004324,P0006,1,45.33,39.41
5162,O0004324,P0226,1,16.11,7.25
5163,O0004325,P0095,1,31.01,12.39
5164,O0004325,P0313,1,40.89,19.33
5165,O0004325,P0261,1,5.0,3.45
5166,O0004326,P0180,1,15.67,12.33
5167,O0004327,P0126,1,57.0,31.29
5168,O0004327,P0112,1,36.09,30.31
5169,O0004328,P0047,1,26.3,14.17
5170,O0004329,P0120,1,9.06,6.51
5171,O0004330,P0236,1,72.46,57.76
5172,O0004331,P0166,1,29.36,24.66
5173,O0004332,P0127,1,37.04,28.69
5174,O0004333,P0364,1,16.3,13.88
5175,O0004334,P0272,1,18.43,18.9
5176,O0004335,P0365,1,11.12,9.26
5177,O0004335,P0018,1,19.43,11.46
5178,O0004336,P0156,1,13.93,6.49
5179,O0004337,P0378,1,23.49,13.15
5180,O0004338,P0333,1,5.0,3.03
5181,O0004339,P0339,1,7.52,3.59
5182,O0004339,P0031,1,31.79,13.62
5183,O0004340,P0396,1,67.85,33.88
5184,O0004340,P0105,1,23.07,18.56
5185,O0004340,P0054,1,31.91,15.76
5186,O0004341,P0255,1,19.78,12.91
5187,O0004342,P0257,1,90.28,72.75
5188,O0004342,P0160,1,10.81,6.7
5189,O0004343,P0204,1,25.12,24.66
5190,O0004344,P0343,1,16.99,8.65
5191,O0004345,P0257,1,90.28,73.52
5192,O0004346,P0183,1,38.0,31.0
5193,O0004347,P0103,1,20.16,10.37
5194,O0004348,P0235,1,6.23,5.39
5195,O0004349,P0218,1,24.78,16.36
5196,O0004350,P0041,1,46.99,39.11
5197,O0004350,P0126,1,57.0,31.56
5198,O0004351,P0102,1,34.13,23.1
5199,O0004352,P0011,1,10.91,6.06
5200,O0004353,P0347,1,56.26,25.25
5201,O0004354,P0130,1,534.96,368.24
5202,O0004355,P0125,1,58.35,33.74
5203,O0004356,P0295,1,51.47,28.91
5204,O0004356,P0086,1,9.16,5.87
5205,O0004357,P0394,1,13.17,7.58
5206,O0004357,P0145,1,13.01,5.34
5207,O0004358,P0129,1,37.04,27.93
5208,O0004359,P0310,1,38.72,23.98
5209,O0004360,P0034,1,36.02,31.06
5210,O0004361,P0168,1,15.85,12.21
5211,O0004362,P0248,1,26.91,20.78
5212,O0004363,P0124,1,9.83,7.3
5213,O0004364,P0096,1,13.85,6.52
5214,O0004365,P0130,1,534.96,363.83
5215,O0004366,P0273,1,14.02,11.2
5216,O0004366,P0124,1,7.88,7.33
5217,O0004367,P0368,1,58.87,35.64
5218,O0004368,P0247,1,84.85,56.08
5219,O0004369,P0263,1,23.89,15.65
5220,O0004370,P0274,1,29.11,24.17
5221,O0004371,P0385,2,28.75,14.48
5222,O0004372,P0236,1,72.46,55.64
5223,O0004373,P0014,1,20.48,13.37
5224,O0004374,P0005,1,78.1,35.34
5225,O0004375,P0291,1,26.1,17.01
5226,O0004376,P0136,1,5.51,3.73
5227,O0004377,P0255,1,19.78,13.04
5228,O0004377,P0068,1,24.02,10.38
5229,O0004378,P0108,1,60.19,49.4
5230,O0004378,P0155,1,67.59,27.01
5231,O0004378,P0325,1,22.26,17.41
5232,O0004379,P0095,1,31.01,12.87
5233,O0004380,P0182,1,26.95,19.96
5234,O0004381,P0296,1,113.02,100.08
5235,O0004382,P0159,1,5.0,2.35
5236,O0004383,P0334,1,10.95,6.01
5237,O0004384,P0151,1,8.95,7.7
5238,O0004385,P0300,1,16.61,8.89
5239,O0004386,P0311,1,6.67,3.16
5240,O0004386,P0094,2,29.54,23.61
5241,O0004386,P0296,1,113.02,95.47
5242,O0004387,P0400,2,36.29,18.93
5243,O0004388,P0127,1,37.04,29.7
5244,O0004388,P0263,1,32.89,16.04
5245,O0004389,P0070,1,134.94,92.05
5246,O0004390,P0158,1,45.59,20.96
5247,O0004391,P0147,1,36.74,21.81
5248,O0004392,P0254,1,6.01,3.64
5249,O0004393,P0336,1,93.8,76.29
5250,O0004394,P0114,1,43.43,35.96
5251,O0004395,P0195,1,24.29,10.38
5252,O0004395,P0235,1,6.23,5.27
5253,O0004396,P0222,1,13.28,10.86
5254,O0004397,P0094,3,29.54,24.05
5255,O0004397,P0203,1,16.83,7.69
5256,O0004397,P0305,1,15.47,7.3
5257,O0004398,P0123,1,25.7,21.02
5258,O0004399,P0188,1,24.95,20.4
5259,O0004400,P0110,1,12.36,5.12
5260,O0004401,P0153,1,133.98,82.58
5261,O0004402,P0378,1,23.49,13.14
5262,O0004402,P0389,1,20.01,12.9
5263,O0004402,P0259,1,6.28,3.86
5264,O0004403,P0123,1,25.7,20.21
5265,O0004404,P0252,1,73.33,36.04
5266,O0004405,P0025,1,44.29,19.81
5267,O0004406,P0353,1,34.15,17.53
5268,O0004407,P0371,1,10.92,7.08
5269,O0004408,P0340,1,61.25,48.27
5270,O0004409,P0362,1,35.77,24.69
5271,O0004410,P0177,2,50.38,37.6
5272,O0004411,P0383,1,192.23,84.32
5273,O0004411,P0141,1,25.44,16.88
5274,O0004411,P0108,1,78.48,51.2
5275,O0004412,P0224,2,11.56,6.14
5276,O0004413,P0006,1,45.33,39.6
5277,O0004414,P0272,1,25.23,19.07
5278,O0004415,P0354,2,110.11,63.47
5279,O0004416,P0400,3,36.29,18.98
5280,O0004417,P0304,1,11.87,9.62
5281,O0004418,P0025,1,44.29,20.35
5282,O0004419,P0226,1,16.11,7.04
5283,O0004420,P0028,1,19.28,10.27
5284,O0004421,P0334,1,10.95,5.9
5285,O0004421,P0311,1,6.67,3.08
5286,O0004422,P0342,2,136.72,116.04
5287,O0004423,P0117,2,10.07,9.73
5288,O0004423,P0137,1,11.78,7.66
5289,O0004424,P0302,1,12.62,10.89
5290,O0004425,P0290,1,49.67,31.22
5291,O0004426,P0097,1,109.14,75.11
5292,O0004427,P0169,1,87.25,53.28
5293,O0004428,P0001,1,36.5,27.01
5294,O0004428,P0069,1,25.74,10.72
5295,O0004429,P0123,1,25.7,20.04
5296,O0004430,P0322,1,15.03,17.56
5297,O0004431,P0225,1,5.0,3.39
5298,O0004432,P0139,1,13.84,9.38
5299,O0004433,P0369,1,21.62,17.27
5300,O0004434,P0291,1,23.29,17.87
5301,O0004434,P0062,1,17.52,10.03
5302,O0004435,P0122,1,27.74,24.13
5303,O0004436,P0028,1,19.28,10.53
5304,O0004437,P0287,1,14.63,6.69
5305,O0004438,P0329,1,30.27,23.51
5306,O0004439,P0348,1,16.31,13.36
5307,O0004439,P0029,1,16.97,9.26
5308,O0004439,P0232,1,106.18,83.84
5309,O0004440,P0086,1,6.43,6.05
5310,O0004441,P0043,1,32.76,24.86
5311,O0004441,P0060,1,30.23,19.06
5312,O0004441,P0125,1,52.52,33.41
5313,O0004442,P0319,1,37.48,22.83
5314,O0004442,P0050,1,32.64,24.94
5315,O0004443,P0017,1,15.17,10.96
5316,O0004444,P0264,1,11.57,6.68
5317,O0004445,P0368,1,58.87,34.5
5318,O0004446,P0137,1,13.88,7.65
5319,O0004447,P0138,1,58.62,36.67
5320,O0004448,P0252,2,73.33,36.43
5321,O0004449,P0062,1,16.15,9.92
5322,O0004450,P0368,1,58.87,33.98
5323,O0004451,P0338,1,5.0,3.56
5324,O0004452,P0238,1,66.04,34.33
5325,O0004453,P0098,1,35.84,18.28
5326,O0004454,P0027,1,22.36,12.8
5327,O0004455,P0203,1,16.83,7.36
5328,O0004456,P0329,2,33.63,23.95
5329,O0004457,P0012,1,31.54,18.35
5330,O0004458,P0080,1,25.92,12.76
5331,O0004459,P0253,1,57.21,32.8
5332,O0004460,P0271,1,118.13,50.53
5333,O0004461,P0022,1,9.24,5.88
5334,O0004461,P0140,1,42.25,19.38
5335,O0004462,P0298,1,38.49,18.41
5336,O0004463,P0043,1,32.76,25.5
5337,O0004464,P0029,1,16.97,8.99
5338,O0004465,P0288,1,10.33,8.63
5339,O0004466,P0025,1,44.29,19.12
5340,O0004467,P0335,1,24.9,12.96
5341,O0004468,P0223,3,141.44,75.74
5342,O0004469,P0169,1,87.25,55.05
5343,O0004470,P0231,1,6.7,6.95
5344,O0004471,P0092,1,31.11,24.0
5345,O0004472,P0193,1,61.96,46.39
5346,O0004473,P0399,1,16.13,10.97
5347,O0004474,P0149,1,16.78,11.1
5348,O0004475,P0113,1,20.52,8.63
5349,O0004476,P0183,1,38.0,29.54
5350,O0004476,P0009,1,29.77,18.08
5351,O0004476,P0152,1,51.13,37.34
5352,O0004477,P0356,1,73.07,68.1
5353,O0004478,P0271,1,118.13,51.58
5354,O0004479,P0365,1,10.22,9.37
5355,O0004480,P0067,1,5.29,2.74
5356,O0004481,P0357,1,30.69,19.11
5357,O0004481,P0047,1,26.3,14.69
5358,O0004482,P0117,1,12.46,9.98
5359,O0004483,P0259,1,6.28,3.86
5360,O0004484,P0226,1,16.11,7.1
5361,O0004485,P0393,1,7.96,5.46
5362,O0004486,P0365,1,9.47,9.32
